"In_your_own_words,_what_would_you_call_the_part_of_?",Personally_identification_as_a_Midwesterner?,Illinois_in_MW?,Indiana_in_MW?,Iowa_in_MW?,Kansas_in_MW?,Michigan_in_MW?,Minnesota_in_MW?,Missouri_in_MW?,Nebraska_in_MW?,North_Dakota_in_MW?,Ohio_in_MW?,South_Dakota_in_MW?,Wisconsin_in_MW?,Arkansas_in_MW?,Colorado_in_MW?,Kentucky_in_MW?,Oklahoma_in_MW?,Pennsylvania_in_MW?,West_Virginia_in_MW?,Montana_in_MW?,Wyoming_in_MW?,ZIP_Code,Gender,Age,Household_Income,Education,Location_(Census_Region)
ne,Not at all,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,11414,Female,45-60,"$0 - $24,999",Some college,Middle Atlantic
North East USA,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,7960,Female,45-60,"$0 - $24,999",Some college,Middle Atlantic
"I live in the east coast part of NJ Somerset County, Franklin Township. I have lived here for 14 years",Not much,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,8823,Female,45-60,"$0 - $24,999",Some college,Middle Atlantic
North eastern United States,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,12401,Male,45-60,"$0 - $24,999",Some college,Middle Atlantic
Depressed,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,16148,Female,30-44,"$0 - $24,999",Some college,Middle Atlantic
New York City,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,10065,Female,30-44,"$0 - $24,999",Some college,Middle Atlantic
"cold, expensive and limiting.",Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,7017,Female,18-29,"$0 - $24,999",Some college,Middle Atlantic
"Western, Midwest, small city.",Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,13411,Female,18-29,"$0 - $24,999",Some college,Middle Atlantic
The tri-state area,Not at all,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,19104,Male,18-29,"$0 - $24,999",Some college,Middle Atlantic
north east,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,11691,Male,18-29,"$0 - $24,999",Some college,Middle Atlantic
Southwest pennsylvania,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,15236,Male,30-44,,Some college,Middle Atlantic
north east,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,16508,Female,18-29,,Some college,Middle Atlantic
Southwest,Not much,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,8739,Female,> 60,"$150,000+",High school degree,Middle Atlantic
Mid Atlantic,Not at all,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,17042,Male,> 60,"$150,000+",High school degree,Middle Atlantic
"Nice place to raise a family. Not too much traffic. A little noisy at times. If you like diesel fumes, you'll love it hear.",Not at all,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,16602,Male,45-60,"$150,000+",High school degree,Middle Atlantic
Northeastern,Not much,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,17315,Male,45-60,"$150,000+",High school degree,Middle Atlantic
North East Cost or The Big Apple,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,10001,Male,30-44,"$150,000+",High school degree,Middle Atlantic
Northeast,Not at all,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,16412,Male,30-44,"$150,000+",High school degree,Middle Atlantic
"East coast with a mix of country side, suburban neighborhoods, and cities.  All of this can be found within a two hour radius of where I live.",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,18040,Female,18-29,"$150,000+",High school degree,Middle Atlantic
East Coast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,15301,Male,18-29,"$150,000+",High school degree,Middle Atlantic
"A verdant little bit of suburbia in the best possible way. A safe haven for former hippies and families with dogs, there are as many trees as there are people in this East Coast town.",Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,20912,Female,18-29,"$150,000+",High school degree,Middle Atlantic
The Northeast.,Not at all,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,17065,Female,18-29,"$150,000+",High school degree,Middle Atlantic
northeast,Not at all,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,18015,Male,18-29,"$150,000+",High school degree,Middle Atlantic
northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,13030,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
east coast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,8865,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
countryside,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,10512,Female,30-44,"$100,000 - $149,999",High school degree,Middle Atlantic
Eastern,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,16059,Female,30-44,"$100,000 - $149,999",High school degree,Middle Atlantic
Mid-atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,19030,Male,30-44,"$100,000 - $149,999",High school degree,Middle Atlantic
Northeast,Not at all,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,16063,Male,18-29,"$100,000 - $149,999",High school degree,Middle Atlantic
Mid alantic,Not at all,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,16148,Male,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
The best,Not at all,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,18360,Female,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
northeast atlantic,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,18037,Female,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
Delaware Valley in the Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,19064,Female,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
Northeastern,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,15021,Male,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
north east,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,17552,Male,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
Northeast,Not much,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,18038,Male,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
Urban,Not at all,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,10469,Male,18-29,"$50,000 - $99,999",High school degree,Middle Atlantic
West chester,Not at all,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,19382,Female,18-29,"$50,000 - $99,999",High school degree,Middle Atlantic
"Small, rugged, and to find entertainment you have to leave travel a bit.",Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,15642,Male,18-29,"$50,000 - $99,999",High school degree,Middle Atlantic
northeast,Not at all,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,18976,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
in the East,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,16508,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
NORTHEAST,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,19604,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
The United States,A lot,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,19120,Female,45-60,"$25,000 - $49,999",High school degree,Middle Atlantic
Eastern Pa,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,18015,Female,30-44,"$25,000 - $49,999",High school degree,Middle Atlantic
average,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,15469,Female,18-29,"$25,000 - $49,999",High school degree,Middle Atlantic
tri-state,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,17202,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
Mid-Atlantic,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,19114,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
EAST,Not much,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,18252,Male,45-60,"$0 - $24,999",High school degree,Middle Atlantic
United state of America,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,11422,Female,30-44,"$0 - $24,999",High school degree,Middle Atlantic
The Big Apple,Not at all,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,11207,Male,30-44,"$0 - $24,999",High school degree,Middle Atlantic
Eastern,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,16639,Female,18-29,"$150,000+",Less than high school degree,Middle Atlantic
East,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,11358,Male,18-29,"$150,000+",Less than high school degree,Middle Atlantic
"The Northeast or central New Jersey, sometimes South Central NJ, depending upon the 'scope' of the issue",Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,8520,Female,> 60,,,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,12533,Male,45-60,,,Middle Atlantic
New England,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,2879,Female,> 60,"$150,000+",Graduate degree,New England
The Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,5055,Female,> 60,"$150,000+",Graduate degree,New England
Northern New England,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,4103,Female,> 60,"$150,000+",Graduate degree,New England
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,6410,Male,> 60,"$150,000+",Graduate degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,6042,Male,> 60,"$150,000+",Graduate degree,New England
New England,Not at all,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6611,Male,> 60,"$150,000+",Graduate degree,New England
Northeast US,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,4530,Male,> 60,"$150,000+",Graduate degree,New England
Northeastern United States,Not at all,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,1880,Female,45-60,"$150,000+",Graduate degree,New England
Northeast,Not at all,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,6877,Female,45-60,"$150,000+",Graduate degree,New England
New England,Not much,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,2461,Female,45-60,"$150,000+",Graduate degree,New England
new england,Not much,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,6013,Female,45-60,"$150,000+",Graduate degree,New England
New england,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,6770,Male,45-60,"$150,000+",Graduate degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,2130,Male,45-60,"$150,000+",Graduate degree,New England
Northeast,Not at all,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,5059,Male,45-60,"$150,000+",Graduate degree,New England
New England,Not much,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,2536,Male,45-60,"$150,000+",Graduate degree,New England
northeast,Not at all,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,520,Female,30-44,"$150,000+",Graduate degree,New England
New England,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,4101,Female,30-44,"$150,000+",Graduate degree,New England
New England,Not at all,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,5478,Female,30-44,"$150,000+",Graduate degree,New England
New England,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,2720,Female,18-29,"$150,000+",Graduate degree,New England
North East (hell),Not much,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6850,Male,> 60,"$100,000 - $149,999",Graduate degree,New England
New England,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,3060,Female,45-60,"$100,000 - $149,999",Graduate degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,3301,Female,30-44,"$100,000 - $149,999",Graduate degree,New England
New england,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,2038,Female,30-44,"$100,000 - $149,999",Graduate degree,New England
North East,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,2128,Male,30-44,"$100,000 - $149,999",Graduate degree,New England
new england,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,5060,Male,> 60,"$50,000 - $99,999",Graduate degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,2169,Female,45-60,"$50,000 - $99,999",Graduate degree,New England
cold,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,2125,Female,30-44,"$50,000 - $99,999",Graduate degree,New England
New England,Not at all,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,1861,Female,30-44,"$50,000 - $99,999",Graduate degree,New England
New England,Not much,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,3104,Female,30-44,"$50,000 - $99,999",Graduate degree,New England
New England,Not at all,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,2748,Male,30-44,"$50,000 - $99,999",Graduate degree,New England
Northeast,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,2919,Male,30-44,"$50,000 - $99,999",Graduate degree,New England
NorthEast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,6013,Male,30-44,"$25,000 - $49,999",Graduate degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,1420,Female,30-44,"$25,000 - $49,999",Graduate degree,New England
New England,Not at all,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,1851,Female,18-29,"$25,000 - $49,999",Graduate degree,New England
northeast,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,6037,Female,18-29,"$0 - $24,999",Graduate degree,New England
The Northeast,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,2130,Male,18-29,"$0 - $24,999",Graduate degree,New England
Northeast,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,4915,Female,> 60,"$150,000+",Associate or bachelor degree,New England
"NorthEast, New England",Not at all,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,2360,Male,> 60,"$150,000+",Associate or bachelor degree,New England
Northeast USA,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,1983,Male,> 60,"$150,000+",Associate or bachelor degree,New England
New England,Not much,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,6851,Male,> 60,"$150,000+",Associate or bachelor degree,New England
Coastal New England,Not at all,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,2852,Female,45-60,"$150,000+",Associate or bachelor degree,New England
northeast,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,1463,Female,45-60,"$150,000+",Associate or bachelor degree,New England
The north east,Not at all,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,6951,Female,30-44,"$150,000+",Associate or bachelor degree,New England
Northeast,Not at all,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,6460,Female,30-44,"$150,000+",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,1609,Female,18-29,"$150,000+",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,5468,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,New England
New England,Not at all,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,1876,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,New England
New England,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,2917,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,2852,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,2130,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,1824,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,New England
Northern New England,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,4220,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,New England
North East,Not much,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,4210,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,New England
Northeastern usa,Not at all,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,6418,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,New England
Northeast,Not at all,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,2343,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,New England
New England,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,2906,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,5770,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,New England
new england,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,5454,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,3102,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,New England
North East,Not at all,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,6517,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,New England
New England,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,2134,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,5482,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,New England
California,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,65305,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,New England
rural western Maine,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,4261,Male,> 60,"$0 - $24,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,6029,Male,30-44,"$0 - $24,999",Associate or bachelor degree,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,1534,Female,> 60,,Associate or bachelor degree,New England
Cape Cod,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,2633,Female,> 60,"$150,000+",Some college,New England
New England,Not much,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,2764,Male,45-60,"$150,000+",Some college,New England
Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,6801,Male,30-44,"$150,000+",Some college,New England
Northern America,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,6269,Female,18-29,"$150,000+",Some college,New England
"4 seasons , next to the ocean with a colonial flare",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,6514,Female,18-29,"$150,000+",Some college,New England
New England,Some,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,3079,Male,18-29,"$150,000+",Some college,New England
The Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,2760,Male,45-60,"$100,000 - $149,999",Some college,New England
North East,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,6854,Female,45-60,"$50,000 - $99,999",Some college,New England
North East,Not at all,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,1001,Female,30-44,"$50,000 - $99,999",Some college,New England
cold,Not at all,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,1604,Male,30-44,"$50,000 - $99,999",Some college,New England
New England,Not at all,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,2721,Female,18-29,"$50,000 - $99,999",Some college,New England
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,2184,Male,18-29,"$50,000 - $99,999",Some college,New England
New England,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,2025,Male,18-29,"$50,000 - $99,999",Some college,New England
US NorthEast,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,170,Female,45-60,"$25,000 - $49,999",Some college,New England
North east,Not at all,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,6112,Female,30-44,"$25,000 - $49,999",Some college,New England
Northern New England,Not at all,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,4427,Female,30-44,"$25,000 - $49,999",Some college,New England
