N,TREE,BR,TL,IN,INTERNODE_1,INTERNODE_2,INTERNODE_3,INTERNODE_4,INTERNODE_5,INTERNODE_6,INTERNODE_7,INTERNODE_8,INTERNODE_9,INTERNODE_10,INTERNODE_11,INTERNODE_12,INTERNODE_13,INTERNODE_14,INTERNODE_15,INTERNODE_16,INTERNODE_17,INTERNODE_18,INTERNODE_19,INTERNODE_20,INTERNODE_21,INTERNODE_22,INTERNODE_23,INTERNODE_24,INTERNODE_25,INTERNODE_26,INTERNODE_27,INTERNODE_28,INTERNODE_29,binaryClass
1554.0,G4,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1555.0,G4,B,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1556.0,G4,B,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1557.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1558.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1559.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1560.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1561.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1562.0,G4,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1563.0,G4,B,1.0,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1564.0,G4,B,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1565.0,G4,B,1.0,3,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1566.0,G4,B,1.0,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1567.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1568.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1569.0,G4,B,1.0,4,0.2,0.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1570.0,G4,B,1.0,3,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1571.0,G4,B,2.0,8,0.2,0.5,0.4,0.3,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,N
1572.0,G4,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1573.0,G4,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1574.0,G4,B,1.0,5,0.3,0.5,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1575.0,G4,B,4.0,8,0.2,0.5,0.7,1.0,0.7,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,N
1576.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1577.0,G4,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1578.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1579.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1580.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1581.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1582.0,G4,C,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1583.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1584.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1585.0,G4,C,2.0,5,0.2,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1586.0,G4,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1587.0,G4,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1588.0,G4,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1589.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1590.0,G4,C,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1591.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1592.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1593.0,G4,C,1.0,5,0.2,0.5,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1594.0,G4,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1595.0,G4,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1596.0,G4,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1597.0,G4,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1598.0,G4,C,1.0,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1599.0,G4,C,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1600.0,G4,C,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1601.0,G4,C,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1602.0,G4,D,89.0,23,0.6,1.4,3.0,5.4,6.4,8.4,10.0,4.0,5.2,5.4,2.2,2.5,3.4,3.5,4.5,4.2,4.1,5.0,4.6,3.2,1.7,0.5,0.2,,,,,,,N
1603.0,G4,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1604.0,G4,E,50.0,16,0.7,1.5,3.2,4.0,4.0,5.6,4.9,2.2,1.5,2.2,3.3,4.5,3.8,4.0,2.9,1.3,,,,,,,,,,,,,,N
1605.0,G4,E,1.0,3,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1606.0,G4,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1607.0,G4,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1608.0,G4,E,1.5,4,0.5,0.6,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1609.0,G4,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1610.0,G4,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1611.0,G4,E,1.0,4,0.2,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1612.0,G4,E,13.0,15,0.3,0.7,0.8,0.7,0.3,0.2,0.3,0.6,1.0,1.7,2.1,1.9,1.8,0.8,0.2,,,,,,,,,,,,,,,N
1613.0,G4,F,68.5,19,0.5,2.0,5.2,8.1,5.8,5.2,3.2,2.0,1.4,1.7,2.1,2.9,4.9,6.0,5.7,3.9,3.4,3.3,1.2,,,,,,,,,,,N
1614.0,G4,G,75.0,20,0.3,1.2,2.8,3.2,3.5,4.8,6.1,5.6,5.2,6.0,6.0,5.6,5.4,4.9,3.7,3.8,3.4,2.3,1.3,0.3,,,,,,,,,,N
1615.0,D16,A,43.0,10,0.3,1.0,3.2,9.2,9.6,7.7,6.4,3.6,1.7,0.2,,,,,,,,,,,,,,,,,,,,N
1616.0,D16,A,18.0,6,0.3,1.0,3.3,5.8,5.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,N
1617.0,D16,A,44.0,9,0.3,1.7,7.2,10.7,8.7,7.5,3.9,3.1,0.6,,,,,,,,,,,,,,,,,,,,,N
1618.0,D16,A,57.0,11,0.5,1.3,5.3,9.2,10.2,10.2,6.5,5.4,5.5,2.3,0.3,,,,,,,,,,,,,,,,,,,N
1619.0,D16,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1620.0,D16,B,1.0,2,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1621.0,D16,B,16.0,5,0.2,1.5,5.5,5.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,N
1622.0,D16,B,7.0,5,0.2,0.7,2.3,2.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,N
1623.0,D16,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1624.0,D16,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1625.0,D16,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1626.0,D16,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1627.0,D16,B,2.0,3,0.3,0.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1628.0,D16,B,2.0,4,0.2,0.6,1.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1629.0,D16,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1630.0,D16,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1631.0,D16,B,32.0,8,0.5,0.9,3.4,7.5,9.2,6.1,3.6,1.1,,,,,,,,,,,,,,,,,,,,,,N
1632.0,D16,C,5.0,6,0.5,1.0,1.1,1.0,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,N
1633.0,D16,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1634.0,D16,C,1.0,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1635.0,D16,D,2.0,4,0.3,0.6,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,N
1636.0,D16,D,2.0,4,0.3,0.7,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1637.0,D16,D,2.0,4,0.5,0.6,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1638.0,D16,D,2.0,4,0.3,0.7,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1639.0,D16,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1640.0,D16,D,9.0,7,0.4,1.0,1.6,2.5,2.0,1.5,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1641.0,D16,D,1.0,3,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1642.0,D16,D,18.0,9,0.3,1.1,1.7,3.1,3.0,3.3,2.8,1.7,1.1,,,,,,,,,,,,,,,,,,,,,N
1643.0,D16,D,4.0,6,0.2,0.6,1.2,1.3,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,N
1644.0,D16,E,10.0,6,0.6,1.0,2.6,3.1,2.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,N
1645.0,D16,E,9.0,7,0.3,0.5,1.0,2.0,3.1,1.5,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1646.0,D16,E,19.5,8,0.3,1.0,2.2,4.8,4.3,4.5,2.1,0.3,,,,,,,,,,,,,,,,,,,,,,N
1647.0,D16,E,7.0,8,0.2,0.2,0.2,0.3,0.6,3.0,1.8,0.6,,,,,,,,,,,,,,,,,,,,,,N
1648.0,D16,F,2.5,4,0.2,0.3,0.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,N
1649.0,D16,F,6.0,5,0.5,1.1,1.9,1.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,N
1650.0,D16,F,2.0,3,0.4,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1651.0,D16,F,16.0,7,0.8,1.8,3.5,4.5,3.2,2.0,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1652.0,D16,F,9.0,6,0.3,1.2,2.3,3.3,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,N
1653.0,D16,F,6.0,5,0.3,0.9,1.9,2.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,N
1654.0,D16,G,11.0,6,0.7,1.9,3.9,3.0,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,N
1655.0,D16,G,73.0,11,1.0,2.5,8.2,11.8,13.0,12.0,9.6,7.1,4.6,2.6,0.3,,,,,,,,,,,,,,,,,,,N
1656.0,D16,H,72.0,16,0.5,1.4,4.1,7.0,6.2,6.2,5.3,5.2,4.0,4.7,5.0,6.7,5.8,5.0,3.6,1.0,,,,,,,,,,,,,,N
1657.0,D16,H,34.0,9,0.7,1.8,4.1,7.1,6.1,6.8,4.9,2.5,0.3,,,,,,,,,,,,,,,,,,,,,N
1658.0,D16,H,61.0,10,0.6,1.6,6.5,9.3,12.0,10.3,8.6,7.0,3.6,1.5,,,,,,,,,,,,,,,,,,,,N
1659.0,Q3,A,37.0,10,0.5,2.6,5.0,6.6,4.4,4.5,4.3,4.0,3.5,1.2,,,,,,,,,,,,,,,,,,,,N
1660.0,Q3,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1661.0,Q3,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1662.0,Q3,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1663.0,Q3,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1664.0,Q3,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1665.0,Q3,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1666.0,Q3,B,4.0,5,0.3,1.0,1.7,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1667.0,Q3,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1668.0,Q3,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1669.0,Q3,C,1.0,3,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1670.0,Q3,C,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1671.0,Q3,C,8.0,6,0.3,1.0,2.7,2.5,1.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,N
1672.0,Q3,D,30.0,8,0.5,2.5,5.0,8.5,7.0,4.3,1.8,0.3,,,,,,,,,,,,,,,,,,,,,,N
1673.0,Q3,D,2.0,3,0.5,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1674.0,Q3,D,12.0,5,1.2,3.1,5.5,2.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1675.0,Q3,D,4.0,3,0.9,2.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1676.0,Q3,D,51.0,12,1.6,4.5,11.2,11.0,8.5,5.3,4.0,3.0,1.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,N
1677.0,Q3,E,4.0,3,0.6,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1678.0,Q3,E,16.0,6,0.3,1.5,5.1,6.2,2.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,N
1679.0,Q3,E,129.5,21,1.0,2.8,8.5,12.2,10.3,10.3,8.5,7.5,7.6,9.1,10.0,9.6,9.2,7.9,8.1,3.8,1.3,1.0,0.3,0.3,0.2,,,,,,,,,N
1680.0,D13,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1681.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1682.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1683.0,D13,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1684.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1685.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1686.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1687.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1688.0,D13,A,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1689.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1690.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1691.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1692.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1693.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1694.0,D13,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1695.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1696.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1697.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1698.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1699.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1700.0,D13,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1701.0,D13,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1702.0,D13,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1703.0,D13,B,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1704.0,D13,B,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1705.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1706.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1707.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1708.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1709.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1710.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1711.0,D13,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1712.0,D13,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1713.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1714.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1715.0,D13,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1716.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1717.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1718.0,D13,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1719.0,D13,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1720.0,D13,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1721.0,D13,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1722.0,D13,B,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1723.0,D13,B,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1724.0,D13,C,2.0,5,0.2,0.5,0.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
1725.0,D13,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1726.0,D13,C,4.0,6,0.2,0.6,0.5,0.7,1.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,N
1727.0,D13,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1728.0,D13,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1729.0,D13,C,1.0,5,0.2,0.3,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1730.0,D13,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1731.0,D13,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1732.0,D13,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1733.0,D13,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1734.0,D13,C,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1735.0,D13,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1736.0,D13,C,2.0,6,0.3,0.4,0.3,0.5,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,N
1737.0,D13,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1738.0,D13,C,1.5,5,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
1739.0,D13,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1740.0,D13,C,6.0,8,0.2,0.5,0.5,0.7,1.5,1.2,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,N
1741.0,D13,D,2.0,4,0.3,0.7,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1742.0,D13,D,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1743.0,D13,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1744.0,D13,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1745.0,D13,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1746.0,D13,E,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1747.0,D13,E,1.0,3,0.3,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1748.0,D13,E,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1749.0,D13,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1750.0,D13,E,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1751.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1752.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1753.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1754.0,D13,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1755.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1756.0,D13,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1757.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1758.0,D13,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1759.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1760.0,D13,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1761.0,D13,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1762.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1763.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1764.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1765.0,D13,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1766.0,D13,G,1.0,4,0.3,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1767.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1768.0,D13,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1769.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1770.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1771.0,D13,G,1.5,4,0.3,0.7,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1772.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1773.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1774.0,D13,G,1.0,5,0.2,0.4,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1775.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1776.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1777.0,D13,G,1.0,4,0.2,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1778.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1779.0,D13,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1780.0,D13,G,1.0,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1781.0,D13,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1782.0,D13,H,2.0,5,0.3,0.7,0.6,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
1783.0,D13,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1784.0,D13,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1785.0,D13,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
