Actual Time,Age,Community Building,Community Membership_Family,Community Membership_Hobbies,Community Membership_None,Community Membership_Other,Community Membership_Political,Community Membership_Professional,Community Membership_Religious,Community Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not Impaired,Disability_Not Say,Disability_Vision,Education Attainment,Falsification of Information,Gender,Household Income,How You Heard About Survey_Banner,How You Heard About Survey_Friend,How You Heard About Survey_Mailing List,How You Heard About Survey_Others,How You Heard About Survey_Printed Media,How You Heard About Survey_Remebered,How You Heard About Survey_Search Engine,How You Heard About Survey_Usenet News,How You Heard About Survey_WWW Page,Major Geographical Location,Major Occupation,Marital Status,Most Import Issue Facing the Internet,Opinions on Censorship,Primary Computing Platform,Primary Language,Primary Place of WWW Access,Race,Not Purchasing_Bad experience,Not Purchasing_Bad press,Not Purchasing_Cant find,Not Purchasing_Company policy,Not Purchasing_Easier locally,Not Purchasing_Enough info,Not Purchasing_Judge quality,Not Purchasing_Never tried,Not Purchasing_No credit,Not Purchasing_Not applicable,Not Purchasing_Not option,Not Purchasing_Other,Not Purchasing_Prefer people,Not Purchasing_Privacy,Not Purchasing_Receipt,Not Purchasing_Security,Not Purchasing_Too complicated,Not Purchasing_Uncomfortable,Not Purchasing_Unfamiliar vendor,Registered to Vote,Sexual Preference,Web Ordering,Web Page Creation,Who Pays for Access_Don't Know,Who Pays for Access_Other,Who Pays for Access_Parents,Who Pays for Access_School,Who Pays for Access_Self,target
Civil Servant,50.0,More,1,0,0,1,0,0,0,0,Wisconsin,0,0,0,1,0,0,High School,Never,Male,$40-49,0,0,0,0,0,0,0,1,0,USA,Other,Married,Navigation,4,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Administrator/Secretary,33.0,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Dont Know,1,nan,English,Home,White,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
Other,60.0,More,0,1,0,1,0,0,0,0,California,0,1,0,0,0,1,College,Over 75,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,1,Win95,English,Primarily home,Other,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
Programmer,32.0,More,0,1,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,College,Never,Male,Over $100,0,1,0,0,0,0,0,0,0,USA,Computer,Other,Taxes,1,Macintosh,English,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
Homemaker,50.0,More,0,0,0,1,0,0,0,0,Missouri,0,0,0,1,0,0,Some College,Never,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont Know,4,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Service Industry Occupation,41.0,More,0,0,0,0,1,0,0,0,California,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,28.0,Equally,0,0,0,0,0,1,0,0,United Kingdom,0,0,0,1,0,0,Special,Never,Male,Under $10,1,0,0,0,0,0,0,0,1,Europe,Computer,Other,Taxes,1,Windows,English,School,White,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,No,Heterosexual,No,No,0,0,0,1,0,0
Other,22.0,More,0,1,0,0,0,1,0,0,Michigan,0,0,0,1,0,0,High School,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Other,Censorship,1,nan,English,Home,White,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0
College Student,19.0,Equally,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,Some College,Under 25,Male,Under $10,0,0,0,0,0,0,1,0,0,USA,Education,Single,Navigation,4,Win95,English,School,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0
Other,54.0,Dont Know,0,0,0,1,0,0,0,0,Ontario,0,0,0,1,0,0,Doctoral,Not Say,Male,Not Say,0,0,0,0,0,0,0,0,1,Canada,Professional,Married,Encryption,3,Macintosh,English,Primarily home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
Retired,46.0,Dont Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,High School,nan,Female,Not Say,0,0,0,1,0,0,0,0,0,USA,Other,Married,Navigation,2,nan,English,Home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Not say,Yes,No,0,0,0,0,1,0
Programmer,42.0,More,0,1,0,1,1,1,0,0,Washington D.C.,0,0,0,1,0,0,College,Never,Male,$50-74,0,1,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,2,NT,English,Primarily work,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Gay male,Yes,Yes,0,0,0,0,1,0
Homemaker,51.0,Dont Know,0,0,1,0,0,0,0,0,Utah,0,0,0,1,0,0,Special,51-75,Female,Under $10,0,0,0,1,0,0,0,0,0,USA,Other,Married,Other,1,nan,English,Home,White,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Student,20.0,More,0,1,0,0,0,0,0,0,Australia,0,0,0,1,0,0,High School,Over 75,Male,$40-49,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,1
Other,36.0,More,1,0,0,0,1,1,0,0,Indiana,0,0,0,1,0,0,High School,51-75,Male,$10-19,0,0,0,1,0,0,0,0,0,USA,Computer,Single,Privacy,2,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Student,20.0,More,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some College,Under 25,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Education,Single,Encryption,2,nan,English,Home,White,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,1,0,0,0
Programmer,31.0,More,0,1,0,0,1,1,0,0,Colorado,0,0,0,0,1,0,Masters,Not Say,Male,Not Say,0,0,0,0,0,1,0,0,0,USA,Computer,Married,Encryption,1,Macintosh,English,Primarily work,Other,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,Yes,Not say,Yes,Yes,0,0,0,0,0,1
Other,36.0,Dont Know,0,0,1,0,0,0,0,0,Alabama,0,0,0,1,0,0,College,nan,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Taxes,2,Win95,English,Primarily home,Other,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Homemaker,24.0,Dont Know,0,1,0,1,0,0,0,0,Connecticut,0,0,0,1,0,0,High School,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,nan,English,Home,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Programmer,33.0,More,1,1,0,1,0,1,0,0,Alabama,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,26.0,Dont Know,0,0,1,0,0,0,0,0,Oregon,0,0,0,1,0,0,College,Under 25,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Navigation,4,Win95,English,Work,White,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
College Student,28.0,Equally,0,0,0,0,0,1,0,0,Kentucky,0,0,0,1,0,0,Masters,Never,Male,Not Say,0,0,0,0,0,0,1,0,0,USA,Education,Married,Navigation,4,Windows,Chinese,Work,Asian,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Gay male,No,No,0,0,0,1,0,0
Service Industry Occupation,42.0,Equally,0,0,1,0,0,0,0,0,Michigan,0,0,0,1,0,0,College,26-50,Female,$20-29,0,0,0,0,0,0,1,0,1,USA,Other,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,Yes,Heterosexual,No,No,0,0,1,0,1,0
Other,68.0,More,1,1,0,0,1,0,0,0,California,0,0,0,1,0,0,Professional,Never,Male,Not Say,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Censorship,3,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Consultant,44.0,More,0,1,0,0,1,0,0,0,Ontario,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,Canada,Professional,Married,Taxes,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,0,0,1
K-12 Student,17.0,More,0,1,0,1,0,0,0,0,Ohio,0,0,0,1,0,0,High School,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,4,nan,English,Primarily home,White,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,No,Heterosexual,No,Yes,0,0,1,0,1,0
K-12 Educator,35.0,Dont Know,0,0,1,0,0,0,0,0,Tennessee,0,0,0,1,0,0,Some College,Under 25,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Education,Married,Privacy,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Marketing Professional,40.0,Equally,0,0,1,0,0,0,0,0,California,0,1,0,0,0,0,Masters,Never,Female,Over $100,0,0,1,0,0,0,0,0,0,USA,Professional,Married,Navigation,1,Win95,English,Primarily work,Hispanic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
Advertising Professional,26.0,Dont Know,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,Masters,Under 25,Female,$30-39,0,0,0,0,0,0,1,0,0,USA,Professional,Married,Navigation,2,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
K-12 Student,17.0,Dont Know,0,1,0,0,0,0,0,0,South Dakota,0,0,0,1,0,0,Grammar,Never,Male,$20-29,0,0,1,0,0,0,1,1,0,USA,Education,Single,Censorship,1,Win95,English,School,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,Yes,No,0,0,0,1,0,0
Other,33.0,More,1,1,0,0,1,1,0,0,Colorado,0,0,0,1,0,0,Masters,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Computer,Other,Navigation,4,Macintosh,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Yes,Lesbian,Yes,Yes,0,0,0,0,1,1
Engineer,,Equally,0,1,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,Masters,Under 25,Male,$75-99,0,0,0,0,0,1,0,0,0,USA,Professional,Single,Privacy,1,Macintosh,English,Primarily home,White,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Self Employed,46.0,Dont Know,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Masters,nan,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Divorced,Censorship,1,Windows,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Service Industry Occupation,24.0,More,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Special,Never,Male,$10-19,0,0,0,1,0,0,0,0,0,USA,Other,Single,Privacy,1,Win95,English,Primarily home,White,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,1,1,1,0
Other,43.0,Dont Know,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,3,nan,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,5.0,More,1,1,0,0,0,0,1,0,Maryland,0,0,0,0,0,1,Other,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Censorship,1,nan,English,Home,White,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Service Industry Occupation,36.0,Dont Know,0,0,1,0,0,0,0,0,Alaska,0,0,0,1,0,0,High School,nan,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Navigation,4,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Retired,67.0,Dont Know,1,0,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,High School,Not Say,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Privacy,3,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Not say,No,No,0,0,0,0,1,0
Nurse,44.0,More,0,0,0,0,0,0,0,1,Michigan,0,0,0,1,0,0,Special,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,1,nan,English,Home,White,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,19.0,Dont Know,1,0,0,0,0,1,0,0,Australia,0,0,0,1,0,0,College,Never,Female,$30-39,1,0,0,0,0,0,0,0,0,Oceania,Education,Other,Navigation,1,Don't Know,English,Primarily work,White,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,1,1,0,0
College Student,23.0,More,1,0,0,0,0,1,0,0,Indiana,0,0,0,1,0,0,College,Never,Female,Under $10,0,0,0,0,0,0,0,1,0,USA,Education,Single,Censorship,2,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0
Manager,30.0,More,0,0,0,0,0,1,0,0,United Kingdom,0,0,0,1,0,0,Masters,Under 25,Male,$30-39,0,0,1,0,0,0,0,0,0,Europe,Management,Single,Navigation,3,Macintosh,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1
Broadcast/Media Professional,36.0,More,1,0,0,1,0,0,0,0,Ontario,0,0,0,1,0,0,College,26-50,Male,Over $100,0,0,0,0,0,0,0,0,1,Canada,Professional,Married,Censorship,4,Win95,English,Home,Not Say,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,41.0,Dont Know,0,1,0,0,0,0,0,0,Indiana,0,0,0,1,0,0,High School,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Other,Married,Language,4,nan,English,Home,White,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,22.0,More,0,1,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,College,Under 25,Male,$20-29,0,0,0,0,0,0,1,0,0,USA,Computer,Single,Privacy,2,Macintosh,English,Primarily work,White,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Manager,52.0,Equally,0,0,1,0,0,0,0,0,Quebec,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,Canada,Management,Other,Privacy,1,Win95,English,Primarily home,White,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Homemaker,50.0,More,1,1,0,1,0,0,1,0,Missouri,0,0,0,0,1,0,Other,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,2,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
Retired,56.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,0,1,0,High School,Not Say,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Separated,Don't Know,4,nan,English,Home,Hispanic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,49.0,More,1,1,0,0,0,1,0,0,Indiana,0,0,0,1,0,0,College,Under 25,Male,Not Say,0,0,1,0,0,0,0,0,0,USA,Computer,Divorced,Navigation,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Not say,Yes,Yes,0,0,0,0,1,0
Other,17.0,More,0,1,0,0,1,0,1,0,Oregon,0,0,0,1,0,0,Grammar,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Other,Single,Censorship,1,nan,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not Applicable,Heterosexual,Yes,Yes,0,0,0,0,1,0
Mircocomputer,30.0,Equally,0,1,0,0,0,1,0,0,Germany,0,0,0,1,0,0,Masters,26-50,Male,$30-39,0,0,1,0,0,0,0,0,0,Europe,Computer,Other,Privacy,4,NT,German,Primarily work,White,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,29.0,More,1,0,0,0,0,1,0,0,Germany,0,0,0,1,0,0,Some College,Never,Male,$30-39,1,0,0,0,0,0,0,0,0,Europe,Management,Single,Censorship,1,Win95,German,Distributed,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,1,0,0,0,0
Other,53.0,More,0,1,0,1,1,1,0,1,California,0,0,1,0,0,0,Doctoral,Not Say,Male,$75-99,0,0,0,1,0,0,0,0,0,USA,Other,Married,Taxes,1,NT,English,Primarily work,Other,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
College Student,20.0,Equally,0,0,1,0,0,0,0,0,Washington,0,0,0,1,0,0,Some College,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,33.0,More,1,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,Special,Never,Female,$50-74,0,1,0,0,0,0,0,0,0,USA,Other,Married,Privacy,1,Win95,English,Home,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Nurse,59.0,More,0,0,0,0,1,0,0,0,California,0,0,0,1,0,0,Special,Never,Male,$40-49,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Privacy,4,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,23.0,More,1,1,0,1,1,1,0,0,Alabama,0,0,0,1,0,0,College,Not Say,Male,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,3,Win95,English,Primarily home,White,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,24.0,More,0,1,0,1,0,0,0,1,Texas,0,0,0,0,0,1,Some College,Never,Female,Under $10,0,0,0,1,0,0,0,0,0,USA,Education,Widowed,Other,2,nan,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,53.0,Dont Know,0,0,1,0,0,0,0,0,New Jersey,0,0,0,1,0,0,Some College,Never,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Management,Married,Encryption,3,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Not say,No,No,0,0,0,0,1,0
Service Industry Occupation,20.0,More,0,1,0,1,1,0,1,0,Iowa,0,0,0,1,0,0,Some College,Under 25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,1,nan,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,0
Other,47.0,Dont Know,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,Some College,Never,Male,Not Say,0,0,0,0,0,0,1,0,0,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Retired,70.0,Equally,1,0,0,0,0,0,0,0,Texas,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont Know,1,nan,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Service Industry Occupation,25.0,Dont Know,0,1,0,1,0,0,0,0,Washington,0,0,0,0,0,1,High School,Under 25,Male,$50-74,1,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,1,nan,English,Primarily home,White,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Physician,25.0,Dont Know,0,0,1,0,0,0,0,0,Tennessee,0,0,0,1,0,0,Professional,Under 25,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,24.0,Equally,0,1,0,0,0,0,0,0,United Kingdom,0,0,0,1,0,0,High School,Under 25,Male,$10-19,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Censorship,4,NT,German,Other,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,1,0,0
Other,,More,0,0,0,0,0,1,0,0,Michigan,0,0,0,1,0,0,College,Never,Male,Not Say,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Privacy,1,Windows,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Technician,24.0,More,0,1,0,0,0,0,0,0,Illinois,0,0,0,0,0,1,Some College,Under 25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0
K-12 Student,16.0,Dont Know,1,1,0,0,0,0,0,0,New Hampshire,0,0,0,1,0,0,High School,Under 25,Female,Not Say,0,0,0,1,0,0,0,0,0,USA,Education,Single,Privacy,1,Macintosh,English,Primarily home,White,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,Not Applicable,Heterosexual,No,No,0,0,1,0,1,0
Other,26.0,Dont Know,0,0,0,0,0,1,0,0,Michigan,0,0,0,1,0,0,College,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,Don't Know,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
College Student,21.0,More,0,1,0,0,0,0,0,0,Russia,0,0,0,1,0,0,College,26-50,Male,$10-19,0,0,0,0,1,0,0,0,0,Europe,Education,Single,Navigation,1,Win95,Russian,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,1,0,0,0
IS,28.0,More,0,1,0,0,0,1,0,0,Finland,0,0,0,1,0,0,Some College,Under 25,Male,$50-74,0,0,1,0,0,0,0,0,0,Europe,Computer,Other,Dont Know,4,Win95,Finnish,Work,White,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Not Applicable,Heterosexual,Yes,Yes,0,0,0,1,0,1
Civil Servant,22.0,Dont Know,0,0,1,0,0,0,0,0,Nevada,0,0,0,1,0,0,High School,Never,Male,$10-19,0,0,0,0,1,0,0,0,0,USA,Other,Other,Privacy,2,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Other,26.0,More,1,1,0,0,0,0,0,0,Ohio,0,0,0,1,0,0,Special,Under 25,Female,$30-39,0,0,0,1,0,0,0,0,0,USA,Management,Married,Privacy,2,Win95,English,Home,White,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
Administrator/Secretary,32.0,Dont Know,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,Some College,Never,Female,$75-99,1,0,0,0,0,0,0,0,0,USA,Other,Married,Don't Know,1,Win95,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Retired,53.0,Dont Know,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Don't Know,2,nan,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,31.0,More,0,1,0,1,1,0,0,0,New York,0,0,0,1,0,0,Some College,Never,Male,Under $10,0,0,0,0,0,0,1,0,0,USA,Education,Single,Censorship,1,Win95,English,School,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Heterosexual,No,No,0,0,0,0,1,0
